review,sentiment
"Voor een verloren soldaat , for a lost soldier, is a sad example of how not to translate to film a touching, complex psychological study, of that most magical time in a man's life, when he is still a child, but starting to become a man. The novel records the real life experiences of Rudy van Dantzig, as told thru the boy Jeroen, during the waning days of WWII at age 11 as he deals with his incipient sexuality, and his deep fears of abandonment as he has been sent to the province of Friesland, north of Holland by his parents because of the lack of food in Amsterdam and has not heard from them in many months as the postal service has broken down.. The arrival of the liberating soldiers in the film, is presented in a painfully corny way, with the soldiers providing entertainment vaudeville style. Then one soldier, Walt, romances Jeroen and the pair is presented as two frolicking males.who consummate their love in a sexual experience. This taken in stride by the 11 yo Jeroen. The reality was somewhat different: Jeroen describes his encounters with Walt, 6 in all, in detail but in oblique language. But there is no misunderstanding their nature. Walt is aroused to an intense passion by Jeroen, during which he handles him roughly, so that in their final meeting, Jeroen is bruised and suffering a painful wound on the shoulder where Walt has bitten him. During this encounter, Walt rapes Jeroen, twice. Jeroen could have easily avoided Walt after their 2nd encounter, when Walt first assaults him as Walt is clearly anxious to keep his abuse of the boy from the other soldiers. Why Jeroen keeps seeking Walt out is a mystery of the human heart and not explainable, by me anyway. What the film leaves out is the aftermath: the nightmares, the dejection, the frantic search throughout Amsterdam on the chance of finding Walt, for Jeroen loved Walt, and nothing could shake that.",negative
"Going into this movie you know that this is movie has six lab technicians in a sealed lab with an invisible maniac. So right away you're guessing who will live and who will die. The survivors end up being exactly who you'd expect them to be, so no points for plot twists there.<br /><br />And if you're not sure if this is a B-movie or a movie that just happens to take place in a lab with an engaging story, William Devane plays a part: instant B-movie status.<br /><br />The movie is promising in the beginning. At the lab we are introduced to the invisible gorilla who is becoming increasingly violent. Oooh, foreboding. The best scene in the whole movie is when the lab team makes the gorilla visible again. Great special effects. Same thing when they make Bacon invisible.<br /><br />There are a couple of bare breasts, a really lame dirty joke and enough out of place swearing to give this movie an R-rating that it really didn't need.<br /><br />For a thriller there weren't really any surprises, except when Shue makes like MacGyver in the freezer, which is more of a 'Whaaaa?' OK, there is one surprise. That's when Caine (Bacon) comes back one last time in the elevator shaft. It was a surprise but only because you're yelling at TV, 'Noooo! You're dead already! End the movie!' Speaking of yelling at the TV,that's all I did for the last 25 minutes or so. 'Put on your f#@%ing goggles!' Instead of putting their infrared goggles on so that they can see him, they try every other trick in the book (fire extinguishers, sprinkler systems...).<br /><br />The story really lost it at the end. But the special effects were good; that's the only reason I give it a 2/10.",negative
"Must have to agree with the other reviewer. This has got to be the WORST movie, let alone western I have ever seen. Terrible acting, dialogue that was unimaginative and pathetic (let alone completely inappropriate for supposedly being in the 1800s), and oh, did I mention a battery pack prominently displayed on the back of one of the characters? I was waiting for the boom mike to fall in the middle of a scene. And the ending? The least I can say is that it was consistent with the rest of the movie...completely awful. And yes, it did contain every cliché in the book from the slow walk down the empty dusty road to the laughable ""let's remember when"" shots when a main character dies. Luckily I saw this on free TV. Don't waste your time.",negative
"I recently rented this film on DVD and thought it would be an interesting choice seeing as I am both from the north of England (Bradford), and also interested in film-making. However, it soon became apparent that this film seemed to lack a decent level of development script-wise. The characters were weak and often stereotyped and the story lacked substance. The subject matter could be an interesting basis for a film. However, the delivery of this appeared naive and unfocused. <br /><br />The ending felt as though it was casting judgement on the characters - punishing and rewarding where the filmmakers felt necessary. This felt a little awkward and silly, and seemed at odds with the 'realism' used in the style of shooting. For me, the film dealt with the characters and subject matter in a rather heavy handed and clumsy manner. It felt as though the writer had already decided how he wanted to end the story and set about crow-barring everything else in to fit it.<br /><br />Another point that I feel strongly about is the watered-down Ken Loach feel the film had. I get quite upset that UK film financiers can't see that there is more to British films than 'gritty realism'. It has become almost a safe option. Film is an infinitely wonderful playground for imaginative ideas and it is not being exploited by UK feature film producers. There is a lot of talent here in the UK. It's unfortunate that most of these individuals end up either making music videos and commercials 100% of the time or they go to America. <br /><br />Love + Hate would have worked better if it had been cut down to 30 or 60 minutes and appeared as a one-off TV drama.",negative
"I saw ""Shiner"" on DVD. While I was watching it, I thought, ""This is a really bad porn flick without the porn."" I also thought, ""Whoever wrote this has some real issues."" Then I watched the director/writer Carlson explain his process as a special feature. Yeah, it was real special.<br /><br />The emphasis of the film is placed on two alcoholic losers who hit each other to get off. They are marginally attractive. There is frontal and full nudity. These factors probably account for the film being seen at all.<br /><br />The most upsetting element of the film is the gay bashing and the subsequent further gay bashing of the same victim who tries ineptly to exact revenge from his assailants, the two drunken losers. Not only is the subject handled absurdly and badly from a technical point of view, but the acting is horrendously bad.<br /><br />Then there's the boxer-stalker theme. This is really insane, not just absurd. This hunky boxer is somehow traumatized by the persistent attentions of a fleshy momma's boy who works at his gym's parking lot. This is in LA, mind you. The boxer is so traumatized that he turns up at the stalker's house, strips in front of him and gets excited in the process.<br /><br />Well, all I can say is, why would a boxer who is at heart an exhibitionist be so traumatized by the attention of a stalker? It simply makes no sense. And, I'm afraid, some psycho-dynamics actually do make sense, if you take the time to read about them. However, bad scripts seldom make sense at all.<br /><br />The director/writer seems to have thought that this film represents a considerable minority within the gay community. Well, he may be correct, I suppose. We may never know, since that minority would be so dysfunctional they would hardly be able to get organized enough to ever get to an obscure gay film festival or DVD store, the only two places they could possibly find this turkey. Thank goodness for that.",negative
"What reviewers and MST3K left out is the best part (and only memorable scene) of this otherwise dreadful movie: There is a very good rape-in-the-shower scene committed by the bad guy (Ben Gazzara look-alike) on Maria (as mentioned, killed later through T.J.'s ineptitude). Perhaps rape is too strong a word, ""prison mating ritual"" may be more appropriate. The background behind this chance, yet forced meeting is the mobster who is hiding ""Ben Gazzara,"" introduces him to the girls hanging out at his pool. The 30-ish blonde disses him, but our villain must be quite smitten by her, because the courtship is on at that point. His first move is to attempt drowning her, until his mafia don benefactor tells him to knock it off. Kind of like the girl in high school you didn't like, but still wanted to have carnal knowledge of anyway... Let's just say, he catches UP with her in the cabana later.",negative
"This is a great movie. Some will disagree with me but , if you know anything about the bible you know it is. I think everyone should see it!! I agree a new updated version like be nice but the message is still right on. If you can see this movie. Is not a ""scare the hell of you movie"",it is truthful with the Bible. I think the U. N. will play a major role in the world government to come. The last days are lining up with the Bible. Look at what has happened with the chip for dogs and cats that now has come to light to protect on children from being kidnapped. It's the size of a grain of rice. This I feel is the fore runner of the mark of the beast spoken of in the Bible. Without the mark you can't sell or buy, with this chip that small in the future there is no telling how much info can be put on it.",positive
"This movie is excellent!Angel is beautiful and Scamp is adorable!His little yelps when hes scared,and the funniest parts are when:Scamp is caught under the curtain and when Angel and Scamp are singing 'Ive Never Had This Feeling Before'.I totally recommend this movie,its coming out on special edition on June 20.The cover has scamp on a garbage can and Angel underneath the lid.<br /><br />I just cant explain this movie more than romantic,charming,hilarious,and adorable.The junkyard scenes are funny,all the junkyard dogs have something special.Too funny i laughed,kids will LOVE it.Buy it when it comes out,it has new features!",positive
"Two years ago I watched ""The Matador"" in cinema and I loved everything about this movie. Obviously, I was totally under impression of Pierce Brosan's magnificent role. Yesterday, I caught this movie again on TV so I looked at it a bit deeper. Now, I can say with certain that this movie isn't that special but you just gotta' love it because of one man. <br /><br />Brosnan lifts its grade up in my opinion with amazing performance of Julian Noble, tired hit-man who has no friends. Soon Julian meets Danny Wright (Greg Kinnear) in Mexico City, man who's got bad luck: his son died in accident, his job isn't going that well and he's not sure that he can keep his wife Bean (Hope Davis).<br /><br />I always liked movies like this; crime movie with big touch of humor. Mostly that humor comes from Brosnan as he tells jokes about dwarfs with big d.... or one of my favorite lines in this movie: ""I look like a Bangkok hooker on a Sunday morning, after the navy's left town."" Brosnan says it with his charm while he's drinking his margarita as usually. I also like Greg 'typical American face' Kinnear in the role of loser that is very lively made because there are plenty of people like Danny Wright.<br /><br />So I recommend you to watch quite possibly the best role of Brosnan ever. He'll make you smile and admire him at the same time. Great Brosnan in not equally great movie.",positive
"You'll notice that the chemist, who appears in two scenes and gets to speak, is played by Stephen King. ""Don't give up your day job"" is the standard thing to say, but that's not fair. King acquits himself reasonably well: he's no worse than any other member of the cast, and better than most. The story, on the other hand, is pure rubbish. Please, give up your day job.<br /><br />Never have I seen so many dreadful performances - of which the lead actor's (the LEAD ACTOR'S!) is probably the worst - gathered together in the one film. Everyone acts hammily, but not in any entertaining way; they all somehow manage to go over-the-top without expending, or manifesting, energy. I blame screenwriter/director Tom Holland. It can't be that ALL the actors are REALLY this bad. What are the odds against that? Admittedly, I've never heard of any of them before, but still, I don't think I could walk into a talent agency and walk out with this many bad performers if I tried: ONE actor, despite my best efforts, would turn out to have talent. So what's more likely - that Tom Holland rolled a dozen consecutive snake-eyes, or that he wrote a lousy script and then directed it poorly? That would also explain why actors are bad in direct proportion to their prominence in the script. The more direction an actor got, the worse he performed. (""You want me to bend over like a hunchback, talk from the back of my throat, show all my teeth, and look bored, all at the same time? Okay..."")<br /><br />This theory is confirmed by the fact that Holland undeniably managed to co-write a lousy script. Several writers here have commented on the fact that Billy Halleck is not a likeable character, but that's a misleading way of putting it. He's not a knowable character. All we find out about him before the supernatural stuff starts happening is that he's fat, and that all he can think about is food. (""All I can think about is food,"" he tells us, helpfully.) And in the end...<br /><br />(Sigh) I suppose I ought insert a spoiler warning here...<br /><br />In the end he becomes evil. Why? I can only shrug. Perhaps he's under some kind of enchantment. Yeah, that's probably it. By ""evil"" perhaps I mean ""inexplicable"" - it's not so much badness as a socially undesirable suspension of ordinary means-end psychology. Anyway, his actions at the end make no sense, nobody's actions make much sense, and this is despite the fact that the characters do little but explain their motivation for the benefit of the audience.<br /><br />By the way, here's my nominee for hammiest line/delivery: ""I don't think you'd like it. IN FACT..."" [big dramatic pause] ""...I don't think you'd like it at all.""",negative
"This is one of those movies that make better trailers than full-length feature films. The concept was really cool and different, the humor was unique, I just felt there were missed opportunities to put the ""punch"" into this movie. So many lines and gags were left hanging too long, with no definite ending and really didn't leave me laughing. Wilson, Wilson, Farris & Thurman were great. Wanda Sykes was under-used in this film and needed more exposure, and more opportunities to spin her character into more screen time. 7 out of 10 for me, more of a DVD rental. Also, I was looking for some sort of a feel-good music video during the end credits, something that has become sort of a trade-mark to these romantic comedy films, a la Something About Mary, Meet the Parents but again, I was left feeling a little cheated by fact that this COULD have been a much better film with a little more music and punchier punch lines. It felt like it was RUSHED into theaters.",positive
"I'm not a Disney fan at all, but I happen to be in Orlando for a friend's wedding. So my traveling partner and I went to Disney for a few days. I haven't seen a good 3-D effect in, well..ever. So I usually try to stay away from these presentations. The 3-D effect in this was so good. I'm a grown man of 38, and even I wanted to try and reach out and touch. It's THAT good! Word of advice. At the end, look to the back of the theater on the wall. Put it like this...the first time I saw it, the effect wasn't working. So I told my friend...""It would have been nice if...."" My friend said, ""That's exactly what happens. It's not working for some reason."" It's an awesome show. You will NOT be disappointed!!!",positive
"It probably isn't fair that I have got to see the majority of all the interesting reviews on the Sopranos and then get to add what people have forgotten, but oh well.......<br /><br />From a standpoint of acting, how could any actor fail with these characters? Each one mesmerizing and intense in their pursuits of life. Tony Soprano-while a mob ""Capo"" and suffering from mental illness, still sees his life in front of him and knows what has to be done to survive. Each of his men, you see their lives virtually from the inside like the truest form of voyerism. It definitely brings out a sort ""nosey"" side in each and every viewer, and I include myself in this!<br /><br />While some above don't care for Bracco, I have to say this is the freshest role she has had in years since Good Fellas. She is the side of Tony that makes him listen to reason, that makes him decent, that offers him respite when dealing with his human emotions that he has failed to feel for so long, if ever. She is simply put, his savior. (Not speaking in religious tones)<br /><br />But the knockout performance here is without doubt, Edie Falco. To see her prison guard role in the other acclaimed HBO series, ""Oz"" and then see her as Livia is the ultimate compliment for any actor or actress. She has transcended the boundries of a recognizable actress, something only actresses like Merle Streep can get away with. A sort of chameleon quality to transcend roles. But as I have mentioned before, with a characters a strong as these, how can any actor fail?<br /><br />Livia's strength is in her daily affirmation of faith in herself. She is a survivor, as she hopes her husband and family will be survivors. She is prepared for the worst because she knows the hazards of her husband's business, yet knows the lifestyle she has is more then most women from Jersey. She is wise if not wiser and more street savvy then Tony himself.<br /><br />All in all, the biggest crime from the Soprano Family is that we the viewer have to wait until January 2000 to see the next season. This in my opinion is the worst thing about the HBO series. It was what brought The Larry Sanders Show, Sex and the City, Dream On, and others back down to earth in popularity and eventually killed them. Too much space in between seasons and very sporadic. Until then, I will watch the reruns with the hope that this gap in programming is filled.",positive
"I find it very intriguing that Lee Radziwill, Jackie Kennedy's sister and the cousin of these women, would encourage the Maysles' to make ""Big Edie"" and ""Little Edie"" the subject of a film. They certainly could be considered the ""skeletons"" in the family closet. The extra features on the DVD include several contemporary fashion designers crediting some of their ideas to these oddball women. I'd say that anyone interested in fashion would find the discussion by these designers fascinating. (i.e. ""Are they nuts? Or am I missing something?""). This movie is hard to come by. Netflix does not have it. Facets does, though.",positive
"I liked nearly all the movies in the Dirty Harry series with the exception of the one I think is titled ""Enforcer"". ""Deadpool"" was a bit weak in areas too, but I still enjoyed it. This one is one of my favorites of the series, if nothing else for the great line of ""Go ahead, make my day"". This one also features an interesting albeit familiar plot of someone killing those that have done her wrong. Just think ""Magnum Force"" with less mystery about who is behind the killings and you have your plot. Granted there is a bit more than that as this one does feature a very nice final showdown at an amusement park. It also features Dirty Harry getting a bulldog as a gift and it tripping up Sandra Locke in a rather humorous scene. The only question that remains is why Clint Eastwood had to have the rather mediocre actress Sandra Locke in so many of his movies. She brings the score down a point every time even when overall the movie is enjoyable to me. Granted she is not to bad here, but her character could have been so much better by someone else. Another problem with this movie and other Dirty Harry movies, at times they almost seem to be advertisements for guns. I like guns as much as the next person, but do we really need scenes of him explaining all the different strengths of his newest weapon and how many bullets it holds? Still, very nice entry into the Dirty Harry series of movies.",positive
"I had high hopes for this film when I saw the listing and decided to watch it on TV, uninterrupted by commercial breaks. I've liked Lee Van Cleef in many movies but I'm afraid that having the other characters call him Chris repeatedly doesn't turn him into even a reasonable facsimile of Yul Brenner's Chris.<br /><br />I found this movie to be a complete disappointment - the music sound track tried to impart the magnificence portrayed in the original but it too failed to bring the film up the the standard of the original. The rich textures of the characters in the original were mostly missing from this film. I guess if you haven't seen the original it would be okay. Too many clichés and too little depth to the characters. I missed the humanity and compassion and the three dimensional characters of the original.",negative
"I think the problem with this show not getting the respect it truly deserves is that it comes after Seinfeld,after ELR and after Friends. Those three sitcoms were the star shows of their time.<br /><br />KOQs came at the end of this special time in TV. <br /><br />But don't let that dissuade you.<br /><br />King of Queens is as good if not better than two of the three mentioned.<br /><br />Seinfeld started it all and was and is a timeless classic. I never laughed so hard than I did at Seinfeld. But KOQs comes real close.<br /><br />When it comes to laughing, I have to rate KOQs second only to Seinfeld. ELR has to be second though as the character creation and interaction is more endearing.<br /><br />Either way, KOQs is top ten of the last 20 years.<br /><br />The only other sitcom worth mentioning now is Two and a Half Men which really doesn't hold a candle to the other four but is all we have left.",positive
"This movie would receive a much higher vote from me in general and I will talk about why, but first and foremost it receives four stars and should stay at four stars because of the directors ridiculously tasteless portrayal of rape and sexual assault. Not far into the movie Oyama sexually assaults a woman he rescued earlier, and while she briefly becomes somewhat miffed by his actions this attitude only lasts about five minutes before loving adoration sets in and carries her character through the rest of the film. I know many will argue that it's not that important in a kung fu beat-em-up, and as a fan of the genera I can't say that it's all that unusual, but that doesn't stop it from being completely tasteless every time I see it.<br /><br />What I will say in this movie's defence however is that it's somewhat refreshing to see a martial arts, or even action movie of any sort, that offers no actual hero for the viewer to get behind. Oyama is portrayed as a rapist and murderer; a societal outcast whose only student becomes completely mentally unbalanced before being gunned down by the police. The final shots of the movie leave one with the feeling that Oyama himself is poised for a major breakdown and no longer seems to care for the woman he earlier assaulted into loving him and has since followed him with puppy-dog like devotion.<br /><br />Whether this was truly the intended message of the movie or not, one can't help but feel a little hopeful that Oyama might be on the brink of suicide by the time the movie is over. This is a rare emotional treatment from the martial arts genre and its interesting to see a film that leaves you with a sense that its violence is not to be celebrated. If only Karate Bullfighter had treated the subject of sexual violence better, either by creating more emotional depth and recognition between the two characters involved, or by leaving it out all together, this would have been a much more interesting film.",negative
"Passion In The Desert exemplifies spatial grander. It is a visual narrative, illuminated by the magnificent cinematography. Passion was filmed on location in the deserts of Jordan, Egypt, Morocco, Namibia, and Tunisia. <br /><br />We are in Egypt, 1798. Augustin, a Napoleanic soldier, is escorting writer and artist Jean-Michel Venture De Paradis on an official mission to document, measure, draw, and paint the cultural landmarks of the Egypt: its dunes, stupendous ruins, and mysterious people. <br /><br />But, can you truly ""document"" majestic sandscapes, fractured edifices, and wild Bedouins? Can you truly capture the essence of Egypt, nature, man, and time?<br /><br />Jean and Augustin become lost in the mesmerizing glittering, gold desert, whose vastness overwhelms their senses. <br /><br />""You can't get lost in Egypt! There's the Nile, and there's the sea!"", says the dehydrated Augustin, and soon he discovers an ancient, winding cave that leads to a palatial ruin. <br /><br />Delirious and near-delusional, he attempts to rest; a perplexing sound rouses him; his eyes, body, and emotions become hypnotically locked in time as he stumbles into a sensual, sensory experience.... <br /><br />A wild, sleek female leopard stares back at him, and their love affair begins....<br /><br />A daring love affair, a daring film.",positive
"While it may not be his most laugh-packed film, MIGHTY LIKE A MOOSE stands as one of Charley Chase's most satisfying farce comedies, twenty minutes of clever sight gags, nicely choreographed physical comedy, and amusing quips (rendered via title card, of course) all based on a wacky and wildly implausible premise. We're told up top that this is ""a story of homely people-- a wife with a face that would stop a clock --and her husband with a face that would start it again."" Soon we meet buck-toothed Charley Moose and his wife Vivien, who has an enormous nose. But there's no point in discussing plausibility when our plot hinges on such a patently unbelievable series of interconnected coincidences: i.e., first, that Charley would have his overbite corrected the very day his wife would have her nose fixed, second, that each spouse would keep their respective cosmetic surgeries secret from the other, and third, that when bumping into each other in public afterward, Charley and Vivien wouldn't recognize each other. Sounds like a bit of a stretch, doesn't it? Multiple stretches is more like it. Clearly, we're in the world of farce here and just have to roll with the silly plot twists, so as long as you can relax and forget about plausibility you're likely to enjoy this short.<br /><br />MIGHTY LIKE A MOOSE gets off to a leisurely start as the various complications of the story are established, but things pick up once Charley and Vivien have ""met"" and made a date to attend a party together at the home of Charley's dentist. They each rush home excitedly, enter separately and are at first unaware of each other's presence. (Mr. & Mrs. Moose appear to be quite wealthy, incidentally, as they live in a mansion the size of a luxury hotel.) There follows a beautifully timed sequence somewhat reminiscent of Buster Keaton's THE NAVIGATOR in which husband and wife dash about the house without ever quite meeting up face-to-face. And once they arrive at the party the comedy really kicks into high gear as Charley is forced to dance with gawky wallflower Gale Henry. Henry, an estimable player in her own right who starred in many short comedies dating back to 1914, is hilarious as the dance partner who brings great vigor but little grace to her dancing. There's also an elegant cinematic touch during this sequence, when the camera pans down to show us only the shoes of Charley, Gale, Vivien and Vivien's dance partner, yet we're able to follow precisely what's happening between the principles by watching their feet.<br /><br />Unfortunately for Charley and Vivien the party they're attending is raided, and from there on the complications multiply when they manage to escape the police dragnet and return home. When Charley realizes that his newly-prettified wife was attempting to step out with another man he resolves to each her a lesson . . . while conveniently forgetting, of course, that he was attempting to do the very same thing. The last few minutes of this film offer some of Chase's funniest physical comedy, capped with a good sight gag for the punchline. MIGHTY LIKE A MOOSE leaves the viewer with a warm glow, and surely ranks with the most amusing comedies produced by the prolific, sadly underrated Charley Chase.",positive
"A group of tourists are stranded on Snake Island after an unfortunate accident with their boat. They are forced to spend the night and as you probably suspected, it isn't called Snake Island because it's just soooooo much fun to say - it has a history of people disappearing one by one because of the large snake population, which is just what happens with these poor dumb souls. This is a very boring and typical movie with tons of off screen snake attacks and lousy performances from NOBODY actors. The only somewhat entertaining scene was an absolutely unnecessary and forced strip scene which ain't anything couldn't see in a PG13 rated movie, folks. If you are into snake movies than check out SSSSSSS, but don't torture yourself with this crap.",negative
"It starts out like a very serious social commentary which quickly makes one think of other Clark movies like Kids, Bully, etc. But then just as quickly, it unravels into a direction-less mess. Who is the main character? Is this a serious film or some Gregg Araki-esquire over the top goofy film? Is this a skate documentary with moments of dialog inserted? I have no clue. I found myself watching the clock and wonder when this turd was going to end. I kept thinking there would be some big shocker culmination which never came. I cut a good 20 minutes out of the movie by fast forwarding through the pointless skate scenes. Yes, it illustrates the changing landscape between the have's have not's. I got it way back in the beginning. Kids and Bully was done in such a way that I actually felt like I was observing the realities of that group of friends. Wassup felt very staged, poorly constructed and ever worse acting. Teenage Caveman, which Larry didn't write but did direct, was terrible. But at least it felt like it was suppose to be a terrible movie that didn't take itself seriously. Wassup Rockers was just plain bad.",negative
"I will probably always go to see a Woody Alleb movie, as one never knows when he just might make a real return to his past greatness. Just one or two great moments or lines could make it worthwhile. sadly however this film just does'nt make it on any score. Saying thar actually makes me sad and even a little guilty. I'm sure my reaction is much like a lot of other fans of Woody, but what can one say? It's probably time for him to concentrate on his Clarinett, which in my opinion, he is rather quite good. Saying all of this, I'll still probably go to any new film Woody may come out with in the future. There's always hope and I'll continue to love and respect The WOODY!!",negative
"In the mid-1930s Hollywood was regaining its confidence after the difficulties of the talkie transition. Although all the technical problems of sound had been solved very quickly, it took longer to resolve the questions of how talking pictures should look, how they should be structured and how they should be acted. The Informer is a key picture in that it shows the extent to which wordless moments can convey story, asserting the power images without ignoring the necessities of sound and dialogue.<br /><br />This is not to say the Informer is truly a throwback to the golden days of the silents. For one thing, many silent pictures were not so purely visual in their narrative, and were overburdened with title cards. But what the Informer has is the self-assuredness to extend moments between dialogues, to focus on reactions more than speeches, and to let shots play out simply for atmosphere.<br /><br />Director John Ford, for all his capability, was a filmmaker who appears to have put in effort in proportion to how interested he was in the material. If he thought a story was silly, he just did it half-arsed. Luckily the Informer, with its depiction of community, honour, working class life and most importantly Irish setting, was everything Ford loved, and the result is one of his finest works. In it, Ford only really employs too kinds of shot. The first is of places  the Dublin streets shrouded in mist and darkness so their furthest depths cannot be seen; dingy interiors where the walls and ceilings seem to press in on us. The second is of faces, striking close-ups against plain backgrounds, usually without dialogue, focusing us upon the inner conflicts of these people.<br /><br />Lead man Victor McLaglen fits perfectly within this character and this manner of filming him. McLaglen's performance does not look like much, being as it is about 90% drunk act. But the other 10% is heartfelt emoting, as here and there his Gypo Nolan has what alcoholics refer to as a moment of clarity. With such performances are Oscars won. McLaglen is backed by a spot-on supporting cast, among whom there are no weak links. In particular it is nice to have Donald Meek and Una O'Connor, usually only seen in comic relief roles, playing straight dramatic parts for once (although Meek's appearance does contain one or two jokes, the tone of the scene and much of his manner is serious). Not only do these two deliver incredibly deep performances, their familiarity to most viewers as comedy players gives an added note of poignancy to their part in this tragedy.<br /><br />RKO, who produced the Informer, were perhaps the most adventurous and willing to take risks of all the major studios. Thanks to this, we are able to see a dismal story with a despicable anti-hero at its centre, which could easily have been a clunky, over-earnest mess, instead filled with a moody atmosphere and depth of character which keeps us watching and draws us into its world.",positive
"I wholeheartedly disagree with the other viewers of this wretched film. The only reason why I didn't rate it 1 for awful was due to the great talent of Carmen Miranda. The beginning and end are the best parents due to her gifted singing and dancing.<br /><br />The problem is with the rest of the picture. Alice Faye comes off quite hollow. Don Ameche has a great singing voice but with the wretched writing material, he comes off so terribly corny.<br /><br />The plot is a real stiff here with Ameche assuming two parts as a song and dance man and a baron not happily married to Faye.<br /><br />It seems that by playing the song and dance man, Ameche's marriage gets a second change to reignite. Some silly nonsense about the baron having to clear up business and being away allows him to play both parts.<br /><br />S.Z. Sakal is given little to do here and so his comedic gifts are not given the opportunity to shine. Ditto for J. Carrol Naish who actually appears uncomfortable in his role.<br /><br />This is a chica chica boom bomb of a film.",negative
"I finally got a chance to settle in and compare the two versions of this film currently going around -- First, the good old scummy, sleazy Embassy VHS print called SCREAMERS, and then a new fully restored Italian DVD by everyone's new favorite media company, No Shame of Italy.<br /><br />The American adverts about ""men turned inside out"" is as everyone says, totally misleading, and indicative of a Roger Cormanized take on what otherwise would be a superior fantasy-adventure thriller for grown ups. The complete Italian version is a somewhat sprawling, well designed and deliberately paced take on ""Island of Dr. Moreau"", and there's nothing wrong with that. It's a sumptuous, handsome Euro Horror outing with a brain, good plotting, character development, location shooting, period costuming and sets, etc.<br /><br />But I must admit that the 14 year old knucklehead weed puffer still lurking somewhere inside of me got a bigger kick out of the more lurid, sleazy and unkempt Roger Corman version, which has some nice over the top gore, a flashy but preposterous opening segment, and then the bulk of Martino's original film, albeit somewhat abridged to make room for Roger's idea of entertainment. The pacing was somewhat quicker, the shock sequences closer together, and you see just as much of Ms. Bach's fantastic form as you do in the extended Italian version.<br /><br />I still don't have much of an idea about what the specific story concerns though: there are a number of plot twists and incidental characters that were somewhat hard to keep track of. A local voodoo subplot didn't help much, and it's funny how everything culminates in just another fistfight between the noble castaway prisoner and the mad scientist ... Perhaps a few more viewings are in order. I will say this: Fans of the movie should avail themselves of one of these PAL imports and take a look at what is actually a movie rather than just another murky old home video -- the widescreen shot compositions once again reveal that Martino had an eye for filling his screen with interesting stuff. Nobody gets their heads ripped off like in the SCREAMERS print, but it's still interesting stuff, and once again proof that while his standards may have been pretty much confined to the area around the gutter, Roger Corman new good trashy fun when he had it made for him, and side by side these are actually better movies than they had to be.<br /><br />7/10",positive
"I really only watched this movie because it had Rupert Grint in it (who I knew as Ron from the Harry Potter movies). I had never really appreciated Rupert as an actor until this movie. I loved the entire film. Rupert does a wonderful job in this hilarious, quirky movie. I think the movie could have been fine without the sex, but it worked somehow. I can't wait to see more of Rupert's films in the future. Julie Walters also did an amazing job. In the Harry Potter movies, she has a very small role, so I didn't quite know what to expect from her either. But she was wonderful as Dame Evie. The part where she swallows the key was absolutely hilarious. Overall, an amazing movie.",positive
"I was searching through Hollywood video last night with a friend trying to find a good-looking horror movie to watch over the New Year's weekend. As I was looking through the shelves, ""Severed"" spotted my eye, and I grabbed it off the shelf and it looked like it might be a decent B-grade horror movie. The cover looked fairly good. The plot sounded semi-interesting. So I rented it. What a mistake. Don't be fooled by the cover, which actually looks decent. I'm thinking that more money was spent on the cover artwork than the movie itself. The film follows two police detectives who are tracking down a voodoo-inspired, ritualistic serial killer called ""The Head Hunter"", who is decapitating victims left and right in some unnamed city (probably Los Angeles), and they become drawn into his world of ritualized murder.<br /><br />Story sound somewhat good? Well, it is, and this movie could've been halfway decent. But good God, it was bad! Almost everything about it was laughable. The opening scene features some redheaded actress in a car trying to talk on this huge, outdated cell phone, and for whatever reason, she goes outside and talks to some guy. Then, a shadow comes up behind them, hacks off his head, and the girl drops to the ground and starts crawling (for absolutely no reason) while trying to dial 911. Sound ridiculous? Yep, you bet it is. The entire movie looks like it was filmed on a VHS-quality camera, and I'm assuming it was. The acting was mostly awful, and the special effects were far from believable. And the scenes with the policemen on the phone were awful - the voice on the other line was echoing and it sounded like it was being recorded in someone's bathroom. Everything about this movie was simply amateurish and tedious, and it didn't hold my interest for very long, and I often found myself bored and tired, mostly because of the bad acting and the horrible cinematography. The pacing was bad. Everything was just bad.<br /><br />Overall, ""Severed"" is a failed attempt at what could have been a decent B-movie. The plot was good and I think if this film had been handled better and had a higher budget, it could've been alright. But this movie fell flat on it's face. If you're expecting something semi-decent, you'll be sorely disappointed. Only recommended if you can tolerate D-grade horror flicks. Otherwise, you'll probably want to stay away from this straight-to-video garbage. It had a little potential, but it was beyond a mess. 1/10.",negative
"WARNING:I advise anyone who has not seen the film yet to not read this comment.<br /><br />If you plan on watching this movie DON'T! I warn you... this movie is TERRIBLY boring and basically horrifying, not in the Horror movie kind of way, to watch. I mistook this Piranha movie for another Piranha movie and when I had noticed I made a mistake I decided to watch this one anyway. I wish I wouldn't have. This movie is so horrendous and so intolerable in every piece of material that I couldn't bare to let anyone say this movie was halfway decent. For one thing, this movie should be called A Boring Talk About Wilderness instead of Piranha. They only show piranhas ONCE! At the same time, the way this film sounds so poorly heard, I got sleepy only 20 minutes into the thing. At the end my mouth was hung wide open and I stared gloomily at the blank TV screen. It is a VERY poorly directed and badly filmed piece of junk that I was afraid I brain dysfunction after watching it...",negative
